Amine+Aromatic Ring+Thiol,Unknown,Medium,Low,High,0.63,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Low,Low,Low,0.82,Seen,Rule-consistent known chemical class,Yes
Amine+Nitrile,Unknown,Medium,Low,Medium,0.55,Novel,Predicted theoretical compound,No
Alkyne+Heterocycle+Thiol,Unknown,Medium,Medium,Medium,0.45,Novel,Predicted theoretical compound,No
Alkyne+Thiol,Unknown,Medium,Medium,Medium,0.6,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Low,Medium,Medium,0.81,Seen,Rule-consistent known chemical class,Yes
Ether+Phenol,Unknown,Low,Low,Medium,0.41,Novel,Predicted theoretical compound,No
Phenol,Phenol,Low,Medium,Medium,0.75,Seen,Rule-consistent known chemical class,Yes
Alkene+Heterocycle,Unknown,Low,Medium,Medium,0.43,Novel,Predicted theoretical compound,No
Acid Chloride+Phenol,Unknown,Medium,Medium,Low,0.5,Novel,Predicted theoretical compound,No
Ester,Unknown,Low,Medium,Medium,0.64,Novel,Predicted theoretical compound,No
Aromatic Ring+Ester,Unknown,Low,Low,Medium,0.6,Novel,Predicted theoretical compound,No
Sulfide,Sulfide Compound,Medium,Medium,Medium,0.89,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Aldehyde+Heterocycle,Unknown,Medium,Medium,Low,0.65,Novel,Predicted theoretical compound,No
Acid Chloride+Alkene+Nitro,Unknown,High,Low,Low,0.64,Novel,Predicted theoretical compound,No
Aromatic Ring,Aromatic Compound,Low,Low,High,0.95,Seen,Rule-consistent known chemical class,Yes
Carboxylic Acid+Ketone+Nitrile,Unknown,Medium,High,Medium,0.7,Novel,Predicted theoretical compound,No
Alkyne+Amine+Carboxylic Acid,Unknown,Medium,High,Medium,0.5,Novel,Predicted theoretical compound,No
Aldehyde+Ketone,Unknown,Medium,Medium,Medium,0.68,Novel,Predicted theoretical compound,No
Amide+Heterocycle+Sulfonamide,Unknown,Low,High,High,0.41,Novel,Predicted theoretical compound,No
Acid Chloride+Ether+Nitrile,Unknown,Medium,Low,Low,0.53,Novel,Predicted theoretical compound,No
Alkyne+Amide+Amine,Unknown,Low,High,High,0.69,Novel,Predicted theoretical compound,No
Amide,Unknown,Low,High,High,0.62,Novel,Predicted theoretical compound,No
Alkyne+Amide+Nitro,Unknown,High,Low,High,0.64,Novel,Predicted theoretical compound,No
Alcohol+Aldehyde+Alkene,Unknown,Low,Medium,Medium,0.6,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Low,Medium,0.9,Seen,Rule-consistent known chemical class,Yes
Alkyne+Carboxylic Acid,Unknown,Low,High,Medium,0.66,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Medium,Medium,Medium,0.87,Seen,Rule-consistent known chemical class,Yes
Alcohol+Amide+Heterocycle,Unknown,Medium,High,High,0.44,Novel,Predicted theoretical compound,No
Amine+Ether,Unknown,Medium,Low,Medium,0.5,Novel,Predicted theoretical compound,No
Alkyne+Ether,Unknown,Low,Medium,Medium,0.52,Novel,Predicted theoretical compound,No
Ether+Sulfide,Unknown,Medium,Medium,Medium,0.49,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Medium,Low,Low,0.84,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Amine,Unknown,Medium,Low,Medium,0.59,Novel,Predicted theoretical compound,No
Aldehyde+Sulfide,Unknown,Medium,Low,Medium,0.45,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Medium,Medium,0.82,Seen,Rule-consistent known chemical class,Yes
Amide,Unknown,Medium,High,High,0.53,Novel,Predicted theoretical compound,No
Nitro,Unknown,High,Low,Medium,0.6,Novel,Predicted theoretical compound,No
Halide+Sulfide,Unknown,Medium,Medium,Medium,0.6,Novel,Predicted theoretical compound,No
Alcohol+Heterocycle,Unknown,Medium,Medium,Medium,0.63,Novel,Predicted theoretical compound,No
Aldehyde,Unknown,Low,Medium,Medium,0.52,Novel,Predicted theoretical compound,No
Alcohol,Ether,Low,Medium,Medium,0.83,Seen,Rule-consistent known chemical class,Yes
Amine+Nitrile+Sulfide,Unknown,Medium,Low,Medium,0.47,Novel,Predicted theoretical compound,No
Carboxylic Acid+Heterocycle+Nitrile,Unknown,Medium,High,Medium,0.48,Novel,Predicted theoretical compound,No
Amine,Unknown,Low,Low,Medium,0.63,Novel,Predicted theoretical compound,No
Carboxylic Acid+Thiol,Unknown,Medium,High,Medium,0.43,Novel,Predicted theoretical compound,No
Sulfide,Sulfide Compound,Medium,Low,Medium,0.91,Seen,Rule-consistent known chemical class,Yes
Amine+Carboxylic Acid+Thiol,Unknown,Medium,High,Medium,0.47,Novel,Predicted theoretical compound,No
Aldehyde,Unknown,Low,Low,Medium,0.44,Novel,Predicted theoretical compound,No
Halide+Thiol,Unknown,Medium,Medium,Medium,0.65,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Low,Medium,0.78,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Nitrile,Unknown,Medium,Low,Medium,0.65,Novel,Predicted theoretical compound,No
Carboxylic Acid+Ether,Unknown,Medium,High,Medium,0.56,Novel,Predicted theoretical compound,No
Aromatic Ring+Carboxylic Acid+Thiol,Unknown,Medium,Low,High,0.47,Novel,Predicted theoretical compound,No
Amide,Unknown,Medium,High,High,0.53,Novel,Predicted theoretical compound,No
Sulfide+Thiol,Unknown,Medium,Medium,Medium,0.58,Novel,Predicted theoretical compound,No
Amine+Ether+Phenol,Unknown,Medium,Medium,Medium,0.57,Novel,Predicted theoretical compound,No
Carboxylic Acid+Sulfide,Unknown,Medium,High,Medium,0.44,Novel,Predicted theoretical compound,No
Alkyne+Ester+Ether,Unknown,Medium,Medium,Medium,0.48,Novel,Predicted theoretical compound,No
Amine,Unknown,Low,Medium,Medium,0.55,Novel,Predicted theoretical compound,No
Amide+Carboxylic Acid+Phenol,Unknown,Low,High,High,0.55,Novel,Predicted theoretical compound,No
Acid Chloride+Alkene,Unknown,Medium,Medium,Low,0.45,Novel,Predicted theoretical compound,No
Alkyne+Amine+Ketone,Unknown,Medium,Low,Medium,0.54,Novel,Predicted theoretical compound,No
Sulfide+Sulfonamide+Thiol,Unknown,Medium,Low,Medium,0.68,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Medium,High,Medium,0.58,Novel,Predicted theoretical compound,No
Alkyne+Sulfide,Unknown,Medium,Medium,Medium,0.67,Novel,Predicted theoretical compound,No
Amine+Nitro+Phenol,Unknown,High,Low,Medium,0.4,Novel,Predicted theoretical compound,No
Amide+Halide+Phenol,Unknown,High,High,High,0.63,Novel,Predicted theoretical compound,No
Nitro+Sulfide+Thiol,Unknown,Medium,Low,Medium,0.68,Novel,Predicted theoretical compound,No
Acid Chloride+Alkene+Halide,Unknown,High,Low,Low,0.61,Novel,Predicted theoretical compound,No
Aromatic Ring,Aromatic Compound,Low,Low,High,0.83,Seen,Rule-consistent known chemical class,Yes
Aldehyde,Unknown,Low,Low,Medium,0.53,Novel,Predicted theoretical compound,No
Alkyne+Amine+Halide,Unknown,High,Medium,Medium,0.55,Novel,Predicted theoretical compound,No
Aromatic Ring+Carboxylic Acid,Unknown,Low,Low,High,0.59,Novel,Predicted theoretical compound,No
Aldehyde+Ether,Unknown,Low,Medium,Medium,0.57,Novel,Predicted theoretical compound,No
Acid Chloride+Heterocycle+Sulfide,Unknown,Medium,Medium,Low,0.53,Novel,Predicted theoretical compound,No
Alcohol+Sulfide,Unknown,Medium,Low,Medium,0.7,Novel,Predicted theoretical compound,No
Ester+Halide,Unknown,High,Medium,Medium,0.5,Novel,Predicted theoretical compound,No
Ester,Unknown,Medium,Medium,Medium,0.54,Novel,Predicted theoretical compound,No
Acid Chloride+Aromatic Ring,Unknown,Low,Low,High,0.59,Novel,Predicted theoretical compound,No
Ketone,Unknown,Low,Medium,Medium,0.62,Novel,Predicted theoretical compound,No
Nitro+Phenol,Unknown,High,Low,Medium,0.5,Novel,Predicted theoretical compound,No
Alcohol,Ether,Medium,Medium,Medium,0.76,Seen,Rule-consistent known chemical class,Yes
Amine+Aromatic Ring,Unknown,Low,Low,High,0.68,Novel,Predicted theoretical compound,No
Alkyne+Carboxylic Acid,Unknown,Medium,High,Medium,0.6,Novel,Predicted theoretical compound,No
Amide,Unknown,Low,High,High,0.49,Novel,Predicted theoretical compound,No
Ester,Unknown,Medium,Low,Medium,0.56,Novel,Predicted theoretical compound,No
Aldehyde+Sulfide,Unknown,Medium,Low,Medium,0.53,Novel,Predicted theoretical compound,No
Nitro,Unknown,High,Low,Medium,0.47,Novel,Predicted theoretical compound,No
Alcohol,Ether,Low,Low,Medium,0.83,Seen,Rule-consistent known chemical class,Yes
Ester,Unknown,Low,Medium,Medium,0.46,Novel,Predicted theoretical compound,No
Aromatic Ring+Phenol,Unknown,Low,Low,High,0.62,Novel,Predicted theoretical compound,No
Amide+Halide+Sulfonamide,Unknown,High,High,High,0.48,Novel,Predicted theoretical compound,No
Alkene,Alkene,Medium,Low,Medium,0.79,Seen,Rule-consistent known chemical class,Yes
Ester,Unknown,Medium,Medium,Medium,0.43,Novel,Predicted theoretical compound,No
Alcohol+Aromatic Ring+Carboxylic Acid,Unknown,Low,High,High,0.58,Novel,Predicted theoretical compound,No
Heterocycle+Sulfide,Unknown,Medium,Low,Medium,0.7,Novel,Predicted theoretical compound,No
Alkene,Alkene,Medium,Low,Medium,0.83,Seen,Rule-consistent known chemical class,Yes
Phenol,Phenol,Medium,Medium,Medium,0.87,Seen,Rule-consistent known chemical class,Yes
Amine,Unknown,Low,Medium,Medium,0.56,Novel,Predicted theoretical compound,No
Ketone+Sulfide,Unknown,Medium,Medium,Medium,0.67,Novel,Predicted theoretical compound,No
Alkyne+Heterocycle+Sulfide,Unknown,Medium,Low,Medium,0.52,Novel,Predicted theoretical compound,No
Alkyne+Carboxylic Acid+Sulfonamide,Unknown,Low,High,Medium,0.47,Novel,Predicted theoretical compound,No
Alkene+Alkyne+Ester,Unknown,Medium,Medium,Medium,0.54,Novel,Predicted theoretical compound,No
Alkene+Alkyne,Unknown,Medium,Low,Medium,0.56,Novel,Predicted theoretical compound,No
Acid Chloride+Aldehyde+Halide,Unknown,High,Medium,Low,0.68,Novel,Predicted theoretical compound,No
Nitro+Thiol,Unknown,High,Low,Medium,0.51,Novel,Predicted theoretical compound,No
Amine+Ketone+Phenol,Unknown,Low,Medium,Medium,0.48,Novel,Predicted theoretical compound,No
Acid Chloride+Aldehyde,Unknown,Low,Low,Low,0.67,Novel,Predicted theoretical compound,No
Nitrile+Thiol,Unknown,Medium,Medium,Medium,0.42,Novel,Predicted theoretical compound,No
Heterocycle+Sulfonamide+Thiol,Unknown,Medium,Medium,Medium,0.62,Novel,Predicted theoretical compound,No
Aldehyde,Unknown,Medium,Medium,Medium,0.4,Novel,Predicted theoretical compound,No
Alkyne+Amine+Heterocycle,Unknown,Low,Medium,Medium,0.61,Novel,Predicted theoretical compound,No
Ester+Nitrile,Unknown,Medium,Medium,Medium,0.49,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Low,Low,Low,0.8,Seen,Rule-consistent known chemical class,Yes
Ether+Nitrile,Unknown,Medium,Low,Medium,0.57,Novel,Predicted theoretical compound,No
Nitro,Unknown,High,Low,Medium,0.44,Novel,Predicted theoretical compound,No
Nitro+Phenol+Thiol,Unknown,Medium,Low,Medium,0.6,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Medium,Medium,Medium,0.76,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Carboxylic Acid,Unknown,Medium,High,Medium,0.56,Novel,Predicted theoretical compound,No
Heterocycle,Heterocyclic Compound,Low,Medium,Medium,0.89,Seen,Rule-consistent known chemical class,Yes
Sulfide+Thiol,Unknown,Medium,Medium,Medium,0.62,Novel,Predicted theoretical compound,No
Amide+Heterocycle+Sulfonamide,Unknown,Low,High,High,0.6,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Medium,Medium,0.45,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Low,Medium,Medium,0.92,Seen,Rule-consistent known chemical class,Yes
Ether,Unknown,Medium,Low,Medium,0.5,Novel,Predicted theoretical compound,No
Ester,Unknown,Low,Medium,Medium,0.6,Novel,Predicted theoretical compound,No
Alcohol,Ether,Medium,Medium,Medium,0.93,Seen,Rule-consistent known chemical class,Yes
Alcohol+Nitro,Unknown,High,Low,Medium,0.49,Novel,Predicted theoretical compound,No
Phenol,Phenol,Low,Medium,Medium,0.86,Seen,Rule-consistent known chemical class,Yes
Nitro+Thiol,Unknown,Medium,Low,Medium,0.44,Novel,Predicted theoretical compound,No
Acid Chloride+Thiol,Unknown,Medium,Medium,Low,0.66,Novel,Predicted theoretical compound,No
Ester+Heterocycle+Nitro,Unknown,High,Low,Medium,0.46,Novel,Predicted theoretical compound,No
Halide+Phenol,Unknown,High,Medium,Medium,0.52,Novel,Predicted theoretical compound,No
Alcohol+Ester,Unknown,Low,Low,Medium,0.61,Novel,Predicted theoretical compound,No
Alkyne+Ether+Heterocycle,Unknown,Low,Medium,Medium,0.51,Novel,Predicted theoretical compound,No
Alkene,Alkene,Medium,Medium,Medium,0.92,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Amide+Aromatic Ring,Unknown,Medium,Low,High,0.65,Novel,Predicted theoretical compound,No
Alcohol+Alkyne,Unknown,Low,Medium,Medium,0.52,Novel,Predicted theoretical compound,No
Aldehyde+Alkene+Amine,Unknown,Medium,Medium,Medium,0.62,Novel,Predicted theoretical compound,No
Acid Chloride+Alcohol,Unknown,Low,Low,Low,0.51,Novel,Predicted theoretical compound,No
Alcohol+Sulfonamide,Unknown,Medium,Medium,Medium,0.58,Novel,Predicted theoretical compound,No
Amine+Nitrile,Unknown,Medium,Medium,Medium,0.54,Novel,Predicted theoretical compound,No
Halide+Heterocycle,Unknown,High,Medium,Medium,0.58,Novel,Predicted theoretical compound,No
Aromatic Ring+Ether,Unknown,Medium,Low,High,0.7,Novel,Predicted theoretical compound,No
Alkene+Amide+Nitrile,Unknown,Medium,High,High,0.62,Novel,Predicted theoretical compound,No
Nitro+Thiol,Unknown,Medium,Low,Medium,0.53,Novel,Predicted theoretical compound,No
Aromatic Ring,Aromatic Compound,Medium,Low,High,0.8,Seen,Rule-consistent known chemical class,Yes
Alcohol+Phenol,Unknown,Medium,Low,Medium,0.52,Novel,Predicted theoretical compound,No
Alkyne+Carboxylic Acid,Unknown,Low,High,Medium,0.63,Novel,Predicted theoretical compound,No
Aldehyde+Carboxylic Acid+Ketone,Unknown,Low,High,Medium,0.65,Novel,Predicted theoretical compound,No
Carboxylic Acid+Ketone+Thiol,Unknown,Medium,High,Medium,0.45,Novel,Predicted theoretical compound,No
Ether+Heterocycle+Thiol,Unknown,Medium,Low,Medium,0.55,Novel,Predicted theoretical compound,No
Alkyne+Sulfonamide,Unknown,Low,Low,Medium,0.44,Novel,Predicted theoretical compound,No
Amine+Ether,Unknown,Low,Medium,Medium,0.69,Novel,Predicted theoretical compound,No
Sulfide,Sulfide Compound,Medium,Medium,Medium,0.85,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Aldehyde+Nitro,Unknown,High,Low,Low,0.41,Novel,Predicted theoretical compound,No
Alkyne+Ether,Unknown,Low,Medium,Medium,0.51,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Medium,Medium,Low,0.82,Seen,Rule-consistent known chemical class,Yes
Sulfide,Sulfide Compound,Medium,Medium,Medium,0.85,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Alkene,Unknown,Low,Low,Medium,0.47,Novel,Predicted theoretical compound,No
Ether+Sulfonamide,Unknown,Low,Medium,Medium,0.42,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Low,High,Medium,0.43,Novel,Predicted theoretical compound,No
Phenol,Phenol,Low,Low,Medium,0.9,Seen,Rule-consistent known chemical class,Yes
Ketone,Unknown,Low,Low,Medium,0.68,Novel,Predicted theoretical compound,No
Acid Chloride+Phenol,Unknown,Medium,Low,Low,0.51,Novel,Predicted theoretical compound,No
Aldehyde+Ether,Unknown,Low,Medium,Medium,0.68,Novel,Predicted theoretical compound,No
Ether,Unknown,Medium,Low,Medium,0.54,Novel,Predicted theoretical compound,No
Amine+Heterocycle+Sulfonamide,Unknown,Low,Medium,Medium,0.49,Novel,Predicted theoretical compound,No
Acid Chloride+Aldehyde,Unknown,Low,Low,Low,0.62,Novel,Predicted theoretical compound,No
Aldehyde+Nitro+Sulfonamide,Unknown,High,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Ether+Sulfide+Thiol,Unknown,Medium,Low,Medium,0.41,Novel,Predicted theoretical compound,No
Amine+Halide+Heterocycle,Unknown,High,Low,Medium,0.41,Novel,Predicted theoretical compound,No
Phenol,Phenol,Low,Low,Medium,0.91,Seen,Rule-consistent known chemical class,Yes
Alkene+Halide+Sulfide,Unknown,High,Low,Medium,0.44,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Medium,Medium,0.93,Seen,Rule-consistent known chemical class,Yes
Alcohol+Nitrile+Sulfonamide,Unknown,Medium,Low,Medium,0.58,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Alkene+Amine+Aromatic Ring,Unknown,Low,Low,High,0.59,Novel,Predicted theoretical compound,No
Aromatic Ring,Aromatic Compound,Medium,Low,High,0.76,Seen,Rule-consistent known chemical class,Yes
Ether+Sulfonamide+Thiol,Unknown,Medium,Medium,Medium,0.49,Novel,Predicted theoretical compound,No
Aromatic Ring,Aromatic Compound,Low,Low,High,0.85,Seen,Rule-consistent known chemical class,Yes
Ketone,Unknown,Low,Low,Medium,0.66,Novel,Predicted theoretical compound,No
Halide+Sulfide,Unknown,High,Medium,Medium,0.52,Novel,Predicted theoretical compound,No
Aldehyde+Heterocycle,Unknown,Low,Medium,Medium,0.54,Novel,Predicted theoretical compound,No
Aldehyde+Phenol,Unknown,Medium,Low,Medium,0.5,Novel,Predicted theoretical compound,No
Sulfide+Thiol,Unknown,Medium,Medium,Medium,0.54,Novel,Predicted theoretical compound,No
Alkene+Amine+Thiol,Unknown,Medium,Medium,Medium,0.7,Novel,Predicted theoretical compound,No
Aromatic Ring+Thiol,Unknown,Medium,Low,High,0.47,Novel,Predicted theoretical compound,No
Alcohol+Sulfide,Unknown,Medium,Low,Medium,0.53,Novel,Predicted theoretical compound,No
Heterocycle+Nitro+Sulfonamide,Unknown,High,Low,Medium,0.69,Novel,Predicted theoretical compound,No
Carboxylic Acid+Sulfide,Unknown,Medium,High,Medium,0.63,Novel,Predicted theoretical compound,No
Alkyne+Heterocycle+Phenol,Unknown,Low,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Alkene,Alkene,Medium,Medium,Medium,0.78,Seen,Rule-consistent known chemical class,Yes
Amide+Sulfide,Unknown,Medium,High,High,0.5,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Medium,Medium,Medium,0.79,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Ether,Unknown,Medium,Medium,Low,0.66,Novel,Predicted theoretical compound,No
Aldehyde+Sulfide+Sulfonamide,Unknown,Medium,Medium,Medium,0.49,Novel,Predicted theoretical compound,No
Alkyne+Carboxylic Acid,Unknown,Medium,High,Medium,0.64,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Medium,Medium,Low,0.8,Seen,Rule-consistent known chemical class,Yes
Phenol,Phenol,Medium,Medium,Medium,0.82,Seen,Rule-consistent known chemical class,Yes
Carboxylic Acid,Unknown,Medium,High,Medium,0.44,Novel,Predicted theoretical compound,No
Ether,Unknown,Low,Medium,Medium,0.63,Novel,Predicted theoretical compound,No
Heterocycle,Heterocyclic Compound,Medium,Low,Medium,0.92,Seen,Rule-consistent known chemical class,Yes
Aromatic Ring,Aromatic Compound,Low,Low,High,0.88,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Ketone+Thiol,Unknown,Medium,Low,Medium,0.49,Novel,Predicted theoretical compound,No
Carboxylic Acid+Sulfide,Unknown,Medium,High,Medium,0.52,Novel,Predicted theoretical compound,No
Halide+Heterocycle+Phenol,Unknown,High,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Aldehyde+Ether+Nitro,Unknown,High,Low,Medium,0.44,Novel,Predicted theoretical compound,No
Acid Chloride+Alkyne,Unknown,Medium,Low,Low,0.44,Novel,Predicted theoretical compound,No
Carboxylic Acid+Halide+Phenol,Unknown,High,High,Medium,0.54,Novel,Predicted theoretical compound,No
Ether+Nitrile+Phenol,Unknown,Medium,Medium,Medium,0.57,Novel,Predicted theoretical compound,No
Nitrile+Sulfonamide,Unknown,Medium,Low,Medium,0.63,Novel,Predicted theoretical compound,No
Sulfonamide,Unknown,Medium,Low,Medium,0.59,Novel,Predicted theoretical compound,No
Phenol,Phenol,Low,Medium,Medium,0.92,Seen,Rule-consistent known chemical class,Yes
Ester+Halide,Unknown,High,Medium,Medium,0.55,Novel,Predicted theoretical compound,No
Aromatic Ring+Nitro,Nitro Aromatic Compound,High,Low,High,0.77,Seen,Rule-consistent known chemical class,Yes
Sulfide,Sulfide Compound,Medium,Low,Medium,0.86,Seen,Rule-consistent known chemical class,Yes
Phenol,Phenol,Medium,Low,Medium,0.86,Seen,Rule-consistent known chemical class,Yes
